transaction_id,user_id,amount,device,location,merchant,timestamp,login_attempts,balance,time_since_last_txn,txn_velocity,is_known_device,amount_to_balance_ratio,is_fraud,bucket
TXN0006903,U0201,51634.95,mobile_android,Bangalore,Unknown_Merchant,2024-01-05 05:28:34,2,159816.46,0.1094,6,0,0.323087,0,FP_BLOCK
TXN0006904,U0364,26957.4,tablet,Hyderabad,Flipkart,2024-03-27 15:03:49,1,49690.42,0.2917,3,0,0.542496,0,FP_REVIEW
TXN0006905,U0239,65749.08,mobile_android,Delhi,Unknown_Merchant,2024-03-27 14:34:42,4,24604.15,0.0587,10,0,2.672167,1,TP
TXN0006906,U0265,45620.93,mobile_android,Mumbai,Unknown_Merchant,2024-02-11 05:55:35,4,20630.04,0.0461,6,0,2.211276,1,TP
TXN0006907,U0392,5155.14,mobile_ios,Hyderabad,Flipkart,2024-03-02 20:57:37,1,36946.27,10.25,0,1,0.139527,1,FN
TXN0006908,U0271,4889.97,desktop_chrome,Chennai,Swiggy,2024-01-15 11:07:10,0,45080.86,37.5567,0,1,0.108469,0,TN
TXN0006909,U0103,10864.39,desktop_firefox,Ahmedabad,IRCTC,2024-03-16 14:35:41,1,38519.03,2.3819,3,1,0.282045,0,FP_ALLOW
TXN0006910,U0363,49295.08,mobile_android,Bangalore,ATM_Withdrawal,2024-01-30 20:40:49,3,44585.38,0.0489,7,0,1.105608,0,FP_BLOCK
TXN0006911,U0433,6901.79,mobile_ios,Mumbai,BigBasket,2024-01-13 21:37:42,0,73337.14,59.825,1,1,0.094109,0,TN
TXN0006912,U0031,52921.11,tablet,Mumbai,Unknown_Merchant,2024-03-04 03:27:37,5,23283.89,0.0413,9,0,2.272766,1,TP
TXN0006913,U0444,27715.49,mobile_android,Pune,Unknown_Merchant,2024-02-02 07:48:44,3,11618.76,0.0233,8,0,2.385203,1,TP
TXN0006914,U0384,23663.6,mobile_android,Ahmedabad,Amazon,2024-01-31 22:35:17,1,16800.07,0.188,5,0,1.408458,0,FP_REVIEW
TXN0006915,U0440,47797.1,mobile_android,Hyderabad,Unknown_Merchant,2024-02-13 22:01:51,4,57916.73,0.0288,6,0,0.825259,1,TP
TXN0006916,U0498,11408.62,desktop_chrome,Ahmedabad,IRCTC,2024-01-25 14:00:30,1,22871.61,2.3365,1,1,0.49879,0,FP_ALLOW
TXN0006917,U0077,2267.46,desktop_chrome,Pune,PhonePe,2024-02-29 18:57:47,0,42082.3,6.5073,2,1,0.05388,0,TN
TXN0006918,U0141,15979.65,desktop_firefox,Bangalore,Myntra,2024-02-19 08:26:07,0,21935.5,1.8642,2,1,0.72845,0,FP_ALLOW
TXN0006919,U0039,31567.93,mobile_android,Bangalore,Unknown_Merchant,2024-02-13 01:41:51,3,24364.87,0.0464,8,0,1.29558,0,FP_BLOCK
TXN0006920,U0391,1456.8,desktop_chrome,Delhi,PhonePe,2024-02-07 13:21:49,0,46087.9,7.6018,0,1,0.031608,0,TN
TXN0006921,U0343,44255.67,tablet,Delhi,Unknown_Merchant,2024-01-25 17:59:52,4,60495.19,0.0729,6,0,0.731545,1,TP
TXN0006922,U0031,58479.47,tablet,Bangalore,Unknown_Merchant,2024-01-06 23:04:38,4,40513.42,0.0653,10,0,1.443424,1,TP
TXN0006923,U0464,56122.84,mobile_android,Pune,ATM_Withdrawal,2024-03-23 10:17:26,3,54950.04,0.1014,6,0,1.021324,0,FP_BLOCK
TXN0006924,U0494,9508.91,desktop_chrome,Ahmedabad,Flipkart,2024-02-24 01:34:43,1,13265.5,0.5004,2,1,0.716761,0,FP_ALLOW
TXN0006925,U0115,62802.09,mobile_android,Ahmedabad,Unknown_Merchant,2024-01-29 21:36:04,4,32441.92,0.018,8,0,1.935772,1,TP
TXN0006926,U0099,50136.14,tablet,Chennai,ATM_Withdrawal,2024-02-13 20:32:47,2,27431.21,0.1264,8,0,1.827638,0,FP_BLOCK
TXN0006927,U0409,69689.51,mobile_android,Kolkata,ATM_Withdrawal,2024-03-19 22:31:58,2,62265.79,0.0822,8,0,1.119208,0,FP_BLOCK
TXN0006928,U0199,44540.86,mobile_android,Ahmedabad,Unknown_Merchant,2024-01-18 08:30:25,3,21529.1,0.0218,7,0,2.068772,0,FP_BLOCK
TXN0006929,U0399,8325.86,desktop_firefox,Hyderabad,Flipkart,2024-01-30 14:35:15,1,11424.52,1.3231,3,1,0.728707,0,FP_ALLOW
TXN0006930,U0205,9285.98,desktop_firefox,Chennai,Amazon,2024-03-04 18:13:40,0,11217.81,2.6401,3,0,0.827715,0,FP_ALLOW
TXN0006931,U0135,64072.88,tablet,Mumbai,Unknown_Merchant,2024-02-12 12:41:37,4,37736.26,0.0446,8,0,1.697868,1,TP
TXN0006932,U0204,17341.32,desktop_firefox,Hyderabad,IRCTC,2024-02-04 18:19:09,0,50149.1,1.4627,3,1,0.345788,0,FP_ALLOW
TXN0006933,U0354,72798.63,tablet,Bangalore,Unknown_Merchant,2024-03-25 20:05:51,3,45277.46,0.07,8,0,1.607798,1,TP
TXN0006934,U0262,1067.55,mobile_ios,Pune,BigBasket,2024-02-22 10:41:45,0,28463.41,6.3944,1,1,0.037505,0,TN
TXN0006935,U0449,44140.98,mobile_android,Hyderabad,Unknown_Merchant,2024-02-04 06:58:48,2,26035.68,0.0371,5,0,1.695338,0,FP_BLOCK
TXN0006936,U0299,58668.62,tablet,Ahmedabad,Unknown_Merchant,2024-03-01 04:24:48,3,47844.64,0.1335,7,0,1.226206,0,FP_BLOCK
TXN0006937,U0091,1696.95,mobile_ios,Chennai,Amazon,2024-03-18 23:25:02,1,18467.77,37.174,2,1,0.091882,1,FN
TXN0006938,U0155,25384.29,mobile_android,Kolkata,Amazon,2024-03-08 20:30:27,1,29921.82,0.3849,5,0,0.848325,0,FP_REVIEW
TXN0006939,U0206,41413.56,tablet,Chennai,Unknown_Merchant,2024-01-20 08:32:58,2,38152.91,0.0771,7,0,1.085434,0,FP_BLOCK
TXN0006940,U0239,4503.23,desktop_chrome,Delhi,Flipkart,2024-01-11 01:24:16,1,139332.17,24.0996,0,1,0.03232,1,FN
TXN0006941,U0483,5836.64,desktop_chrome,Delhi,PhonePe,2024-02-22 03:20:23,0,8737.27,60.7227,0,1,0.66794,0,TN
TXN0006942,U0207,12176.27,desktop_firefox,Delhi,Flipkart,2024-01-16 05:30:35,0,23709.01,2.6119,2,1,0.51355,0,FP_ALLOW
TXN0006943,U0121,54947.81,mobile_android,Ahmedabad,Unknown_Merchant,2024-03-13 01:06:28,3,30836.78,0.0114,8,0,1.781834,1,TP
TXN0006944,U0328,8442.26,desktop_firefox,Delhi,IRCTC,2024-01-21 22:09:09,1,112684.04,2.6678,2,1,0.074919,0,FP_ALLOW
TXN0006945,U0368,7910.71,mobile_ios,Kolkata,Flipkart,2024-01-12 16:17:28,1,44914.47,35.3215,2,1,0.176124,1,FN
TXN0006946,U0268,45532.92,tablet,Kolkata,Unknown_Merchant,2024-03-11 04:39:56,4,81617.13,0.0755,7,0,0.557878,1,TP
TXN0006947,U0039,51819.36,mobile_android,Bangalore,Unknown_Merchant,2024-02-18 18:13:49,4,8967.32,0.0499,9,0,5.778045,1,TP
TXN0006948,U0323,2975.74,mobile_ios,Bangalore,Swiggy,2024-03-02 03:59:50,0,94661.87,30.3373,1,1,0.031435,0,TN
TXN0006949,U0500,48643.75,tablet,Kolkata,Unknown_Merchant,2024-03-27 09:19:07,3,16544.9,0.0172,9,0,2.939928,1,TP
TXN0006950,U0432,5313.53,desktop_chrome,Delhi,Zomato,2024-02-13 00:33:00,1,51818.14,30.0455,1,1,0.10254,1,FN
TXN0006951,U0171,8969.21,desktop_firefox,Pune,Amazon,2024-02-14 06:47:59,0,38465.32,1.9941,2,0,0.23317,0,FP_ALLOW
TXN0006952,U0029,30582.95,desktop_firefox,Hyderabad,IRCTC,2024-01-03 12:20:04,1,19458.79,0.1957,4,0,1.571597,0,FP_REVIEW
TXN0006953,U0175,49578.16,tablet,Bangalore,Unknown_Merchant,2024-01-27 03:42:54,4,8889.0,0.0775,6,0,5.576846,1,TP
TXN0006954,U0178,1282.53,mobile_ios,Pune,Amazon,2024-03-26 00:46:43,0,79010.27,7.2106,2,1,0.016232,1,FN
TXN0006955,U0290,31017.57,desktop_firefox,Delhi,IRCTC,2024-02-02 08:31:20,1,52276.24,0.4291,4,0,0.593328,0,FP_REVIEW
TXN0006956,U0223,34253.13,mobile_android,Ahmedabad,Amazon,2024-02-14 07:02:51,1,65432.96,0.1838,3,0,0.523476,0,FP_REVIEW
TXN0006957,U0407,42383.92,mobile_android,Kolkata,Unknown_Merchant,2024-03-23 07:30:03,2,57082.85,0.0451,6,0,0.742485,0,FP_BLOCK
TXN0006958,U0456,43084.23,mobile_android,Bangalore,Unknown_Merchant,2024-01-29 17:42:00,2,10049.84,0.1449,6,0,4.28663,0,FP_BLOCK
TXN0006959,U0126,2705.63,mobile_ios,Bangalore,Amazon,2024-01-24 14:24:09,0,24729.75,13.2347,0,1,0.109403,0,TN
TXN0006960,U0486,60607.79,mobile_android,Kolkata,Unknown_Merchant,2024-01-30 02:50:27,2,52903.18,0.0953,7,0,1.145614,0,FP_BLOCK
TXN0006961,U0343,57895.08,mobile_android,Pune,Unknown_Merchant,2024-02-28 18:27:31,2,13204.49,0.0324,6,0,4.384167,0,FP_BLOCK
TXN0006962,U0413,1557.34,desktop_chrome,Mumbai,PhonePe,2024-02-16 14:41:16,0,34566.37,48.0563,2,1,0.045052,0,TN
TXN0006963,U0065,34798.42,tablet,Hyderabad,IRCTC,2024-02-05 21:26:31,1,22372.48,0.4206,4,0,1.555342,0,FP_REVIEW
TXN0006964,U0111,42991.19,mobile_android,Chennai,Unknown_Merchant,2024-02-02 00:22:33,2,82852.61,0.1337,8,0,0.518881,0,FP_BLOCK
TXN0006965,U0316,63150.0,tablet,Hyderabad,Unknown_Merchant,2024-02-19 13:04:03,5,56494.32,0.0265,9,0,1.117792,1,TP
TXN0006966,U0324,7439.76,desktop_chrome,Chennai,Zomato,2024-03-23 16:39:06,1,29487.48,25.3569,2,1,0.252294,1,FN
TXN0006967,U0060,55701.43,tablet,Kolkata,ATM_Withdrawal,2024-01-03 22:44:21,3,30489.82,0.119,8,0,1.826826,0,FP_BLOCK
TXN0006968,U0290,36189.01,mobile_android,Mumbai,ATM_Withdrawal,2024-01-14 13:19:50,3,40548.95,0.1328,6,0,0.892455,0,FP_BLOCK
TXN0006969,U0298,24403.14,mobile_android,Bangalore,ATM_Withdrawal,2024-01-29 14:17:53,1,105695.98,0.3457,3,0,0.230878,0,FP_REVIEW
TXN0006970,U0090,39464.77,tablet,Ahmedabad,Unknown_Merchant,2024-01-26 20:39:18,3,21321.37,0.0135,8,0,1.850862,1,TP
TXN0006971,U0309,8985.87,desktop_firefox,Ahmedabad,Amazon,2024-03-05 10:32:11,0,19301.5,1.7566,3,0,0.465529,0,FP_ALLOW
TXN0006972,U0069,70632.09,mobile_android,Delhi,Unknown_Merchant,2024-03-25 22:33:13,3,30290.18,0.0251,6,0,2.331771,1,TP
TXN0006973,U0078,24036.05,mobile_android,Hyderabad,IRCTC,2024-03-11 05:24:02,1,43719.17,0.4555,4,0,0.54977,0,FP_REVIEW
TXN0006974,U0400,58525.95,mobile_android,Pune,Unknown_Merchant,2024-03-05 16:59:36,3,7703.61,0.0302,8,0,7.596225,0,FP_BLOCK
TXN0006975,U0287,15313.0,desktop_firefox,Mumbai,Flipkart,2024-03-14 00:14:33,0,6115.09,1.2759,1,0,2.503724,0,FP_ALLOW
TXN0006976,U0496,18141.15,tablet,Mumbai,Flipkart,2024-03-24 00:07:15,2,97852.73,0.3083,4,0,0.18539,0,FP_REVIEW
TXN0006977,U0041,4286.08,mobile_ios,Hyderabad,Flipkart,2024-03-19 01:06:57,0,60438.5,21.1492,0,1,0.070915,1,FN
TXN0006978,U0469,4672.78,desktop_chrome,Ahmedabad,Amazon,2024-02-04 17:33:45,0,10079.83,35.8269,0,1,0.463531,1,FN
TXN0006979,U0056,50693.66,tablet,Pune,Unknown_Merchant,2024-01-12 14:57:37,5,40869.38,0.0534,8,0,1.240352,1,TP
TXN0006980,U0379,48939.44,mobile_android,Bangalore,Unknown_Merchant,2024-03-04 15:43:36,5,15904.56,0.0517,9,0,3.076876,1,TP
TXN0006981,U0496,31029.32,mobile_android,Kolkata,IRCTC,2024-01-11 11:06:22,1,34188.81,0.2517,3,0,0.90756,0,FP_REVIEW
TXN0006982,U0034,7743.41,desktop_chrome,Kolkata,BigBasket,2024-02-17 14:01:38,0,27243.64,3.2648,0,1,0.284218,0,TN
TXN0006983,U0431,7038.38,desktop_chrome,Pune,Zomato,2024-03-21 06:19:23,0,4585.13,3.1527,1,1,1.53471,1,FN
TXN0006984,U0292,3531.83,desktop_chrome,Delhi,Zomato,2024-01-03 15:36:12,0,12735.86,36.7908,0,1,0.277292,1,FN
TXN0006985,U0175,57190.01,mobile_android,Hyderabad,ATM_Withdrawal,2024-03-27 18:48:48,3,56910.18,0.0473,7,0,1.004899,0,FP_BLOCK
TXN0006986,U0154,62577.94,mobile_android,Hyderabad,Unknown_Merchant,2024-02-05 07:59:31,2,42505.63,0.0276,6,0,1.472192,0,FP_BLOCK
TXN0006987,U0436,57303.95,tablet,Kolkata,ATM_Withdrawal,2024-02-26 15:23:55,3,317033.53,0.0635,6,0,0.18075,0,FP_BLOCK
TXN0006988,U0412,36702.81,tablet,Mumbai,Unknown_Merchant,2024-03-02 05:39:26,3,19675.72,0.0656,7,0,1.865291,1,TP
TXN0006989,U0177,39900.34,tablet,Bangalore,Unknown_Merchant,2024-02-11 22:44:40,5,125730.84,0.0483,10,0,0.317345,1,TP
TXN0006990,U0440,417.22,desktop_chrome,Mumbai,BigBasket,2024-02-24 12:40:54,0,118598.93,5.0248,1,1,0.003518,0,TN
TXN0006991,U0211,69785.48,tablet,Pune,Unknown_Merchant,2024-01-27 19:46:05,4,21817.1,0.0578,6,0,3.198513,1,TP
TXN0006992,U0292,46981.68,mobile_android,Hyderabad,Unknown_Merchant,2024-03-12 02:11:42,5,36208.89,0.0122,8,0,1.297482,1,TP
TXN0006993,U0171,31198.34,tablet,Ahmedabad,Unknown_Merchant,2024-03-27 15:07:01,3,133378.78,0.0738,6,0,0.233906,1,TP
TXN0006994,U0290,6569.19,mobile_ios,Pune,BigBasket,2024-01-20 21:20:20,0,22288.61,45.8737,0,1,0.29472,0,TN
TXN0006995,U0121,26658.74,mobile_android,Delhi,Amazon,2024-02-19 19:35:35,2,27917.73,0.2762,4,0,0.954869,0,FP_REVIEW
TXN0006996,U0014,60659.75,tablet,Pune,ATM_Withdrawal,2024-03-01 15:07:15,3,135108.41,0.089,8,0,0.448968,0,FP_BLOCK
TXN0006997,U0367,1793.97,mobile_ios,Chennai,BigBasket,2024-01-05 03:49:48,0,41137.35,12.1083,1,1,0.043608,0,TN
TXN0006998,U0008,11320.07,desktop_chrome,Bangalore,Myntra,2024-01-04 04:13:09,1,36468.79,2.0218,3,0,0.310396,0,FP_ALLOW
TXN0006999,U0420,11928.08,mobile_ios,Mumbai,Flipkart,2024-02-22 20:22:55,0,37433.38,1.6787,1,1,0.31864,0,FP_ALLOW
TXN0007000,U0385,66431.25,mobile_android,Bangalore,Unknown_Merchant,2024-01-09 00:21:03,4,35769.97,0.0653,10,0,1.857127,1,TP
TXN0007001,U0210,47517.56,tablet,Chennai,Unknown_Merchant,2024-02-25 00:54:22,3,15435.62,0.042,6,0,3.078236,1,TP
TXN0007002,U0267,7254.57,mobile_ios,Delhi,Flipkart,2024-02-14 12:58:29,0,34333.42,29.2562,2,1,0.211291,1,FN
TXN0007003,U0354,5774.03,desktop_chrome,Delhi,Amazon,2024-03-04 11:32:07,1,88051.22,36.2067,0,1,0.065575,1,FN
TXN0007004,U0284,37569.8,mobile_android,Hyderabad,ATM_Withdrawal,2024-01-10 19:17:37,3,23387.82,0.0203,5,0,1.606314,0,FP_BLOCK
TXN0007005,U0496,32710.45,desktop_firefox,Pune,IRCTC,2024-01-27 19:28:32,1,91338.64,0.1769,5,0,0.358119,0,FP_REVIEW
TXN0007006,U0129,24962.6,tablet,Delhi,Flipkart,2024-02-19 03:50:57,2,46548.03,0.2273,3,0,0.536265,0,FP_REVIEW
TXN0007007,U0453,26071.14,mobile_android,Kolkata,Unknown_Merchant,2024-01-25 04:13:38,4,20492.33,0.0402,8,0,1.272177,1,TP
TXN0007008,U0140,61235.38,mobile_android,Delhi,Unknown_Merchant,2024-01-27 02:39:09,5,23847.84,0.0479,10,0,2.567646,1,TP
TXN0007009,U0032,50758.47,mobile_android,Mumbai,Unknown_Merchant,2024-01-07 02:00:51,5,126370.85,0.0185,7,0,0.40166,1,TP
TXN0007010,U0075,15880.86,mobile_ios,Chennai,Flipkart,2024-02-27 04:02:02,1,38323.31,0.7406,1,0,0.414381,0,FP_ALLOW
TXN0007011,U0436,1669.83,mobile_ios,Hyderabad,Flipkart,2024-01-30 21:28:03,0,30107.7,20.6863,2,1,0.05546,1,FN
TXN0007012,U0176,11138.66,desktop_firefox,Bangalore,Flipkart,2024-03-14 12:14:54,0,74261.98,1.47,1,0,0.149989,0,FP_ALLOW
TXN0007013,U0404,52525.15,mobile_android,Chennai,Unknown_Merchant,2024-02-10 02:11:53,5,4767.85,0.0101,6,0,11.014217,1,TP
TXN0007014,U0033,66891.31,tablet,Hyderabad,ATM_Withdrawal,2024-01-16 23:46:18,2,79655.04,0.0791,8,0,0.839752,0,FP_BLOCK
TXN0007015,U0423,6910.52,desktop_chrome,Pune,PhonePe,2024-02-07 01:03:46,0,80801.35,34.5291,2,1,0.085524,0,TN
TXN0007016,U0126,47028.31,mobile_android,Hyderabad,Unknown_Merchant,2024-01-19 03:10:55,4,37525.61,0.0315,10,0,1.253199,1,TP
TXN0007017,U0151,38205.4,tablet,Chennai,Unknown_Merchant,2024-01-24 09:12:33,4,42903.79,0.0223,7,0,0.890469,1,TP
TXN0007018,U0259,59066.68,mobile_android,Ahmedabad,ATM_Withdrawal,2024-01-03 04:43:19,3,22253.53,0.0866,6,0,2.654142,0,FP_BLOCK
TXN0007019,U0441,14542.42,desktop_chrome,Mumbai,Myntra,2024-03-11 21:55:41,0,25356.64,0.9045,3,1,0.573493,0,FP_ALLOW
TXN0007020,U0329,13522.86,desktop_firefox,Kolkata,Amazon,2024-01-07 16:03:12,1,59187.13,2.8816,1,1,0.228472,0,FP_ALLOW
TXN0007021,U0252,1017.64,mobile_ios,Delhi,Zomato,2024-01-18 09:23:51,1,28036.84,23.4758,0,1,0.036295,1,FN
TXN0007022,U0489,6249.74,mobile_ios,Delhi,Swiggy,2024-03-30 17:50:17,0,46037.79,7.5697,2,1,0.135749,0,TN
TXN0007023,U0491,2012.93,desktop_chrome,Pune,Zomato,2024-03-29 16:00:27,0,30430.91,17.6203,1,1,0.066145,1,FN
TXN0007024,U0047,16715.23,desktop_firefox,Chennai,Myntra,2024-02-23 13:48:35,1,64268.15,1.14,1,1,0.260082,0,FP_ALLOW
TXN0007025,U0321,42669.16,tablet,Bangalore,ATM_Withdrawal,2024-01-31 19:40:17,3,12713.92,0.0367,6,0,3.355834,0,FP_BLOCK
TXN0007026,U0157,67384.75,tablet,Chennai,Unknown_Merchant,2024-01-14 17:50:13,5,80086.69,0.0497,7,0,0.841387,1,TP
TXN0007027,U0031,7142.92,mobile_ios,Bangalore,Zomato,2024-03-05 09:15:43,0,38240.61,7.3249,2,1,0.186784,0,TN
TXN0007028,U0476,34560.5,mobile_android,Bangalore,Unknown_Merchant,2024-02-14 13:26:40,2,77920.7,0.1135,6,0,0.443529,0,FP_BLOCK
TXN0007029,U0075,58891.43,tablet,Chennai,Unknown_Merchant,2024-01-04 04:18:57,4,14952.48,0.0627,10,0,3.938309,1,TP
TXN0007030,U0126,20411.87,desktop_firefox,Chennai,Amazon,2024-01-11 08:36:16,1,86722.16,0.2492,5,0,0.235368,0,FP_REVIEW
TXN0007031,U0032,56623.21,tablet,Mumbai,Unknown_Merchant,2024-01-22 05:33:39,2,15573.44,0.022,6,0,3.63565,0,FP_BLOCK
TXN0007032,U0060,29680.3,tablet,Hyderabad,Flipkart,2024-01-11 23:35:30,2,66299.61,0.4331,4,0,0.447663,0,FP_REVIEW
TXN0007033,U0095,26888.69,tablet,Chennai,Amazon,2024-01-09 02:55:03,2,51607.96,0.3712,5,0,0.521008,0,FP_REVIEW
TXN0007034,U0347,57098.66,mobile_android,Pune,ATM_Withdrawal,2024-01-03 16:44:51,2,20701.83,0.1456,8,0,2.758012,0,FP_BLOCK
TXN0007035,U0013,5933.96,desktop_chrome,Bangalore,Amazon,2024-03-05 03:17:42,1,76180.18,23.4535,2,1,0.077893,1,FN
TXN0007036,U0319,11034.74,desktop_firefox,Ahmedabad,Flipkart,2024-03-04 03:46:46,0,21123.07,2.1796,2,1,0.522378,0,FP_ALLOW
TXN0007037,U0224,33977.49,tablet,Chennai,ATM_Withdrawal,2024-03-03 21:52:11,2,30101.24,0.022,7,0,1.128736,0,FP_BLOCK
TXN0007038,U0230,25472.09,desktop_firefox,Kolkata,Amazon,2024-03-08 02:07:59,2,18528.47,0.3802,3,0,1.37468,0,FP_REVIEW
TXN0007039,U0362,15779.75,mobile_ios,Hyderabad,Flipkart,2024-02-09 02:46:27,0,27157.42,0.783,1,1,0.581026,0,FP_ALLOW
TXN0007040,U0055,828.71,desktop_chrome,Chennai,Flipkart,2024-02-29 19:16:54,0,39524.24,45.6452,2,1,0.020967,1,FN
TXN0007041,U0183,65384.37,tablet,Bangalore,ATM_Withdrawal,2024-03-02 15:39:07,2,20325.97,0.0387,5,0,3.216631,0,FP_BLOCK
TXN0007042,U0432,60769.25,tablet,Ahmedabad,Unknown_Merchant,2024-03-17 12:46:53,2,35882.54,0.1443,6,0,1.693513,0,FP_BLOCK
TXN0007043,U0190,57610.1,mobile_android,Hyderabad,Unknown_Merchant,2024-02-25 08:00:26,5,70356.94,0.0247,7,0,0.818814,1,TP
TXN0007044,U0283,6092.91,mobile_ios,Chennai,Zomato,2024-01-09 07:43:32,0,13796.27,30.4397,0,1,0.441603,0,TN
TXN0007045,U0487,25309.66,desktop_firefox,Kolkata,Amazon,2024-01-08 05:19:07,2,19829.1,0.223,5,0,1.276325,0,FP_REVIEW
TXN0007046,U0450,51477.37,tablet,Ahmedabad,Unknown_Merchant,2024-02-10 03:05:59,2,46121.21,0.0985,5,0,1.116108,0,FP_BLOCK
TXN0007047,U0270,72745.44,mobile_android,Pune,Unknown_Merchant,2024-03-19 08:39:28,3,11688.39,0.0359,6,0,6.223202,1,TP
TXN0007048,U0280,62346.37,mobile_android,Ahmedabad,Unknown_Merchant,2024-03-28 15:15:03,3,74032.25,0.0142,10,0,0.84214,1,TP
TXN0007049,U0101,24620.78,desktop_firefox,Delhi,Flipkart,2024-02-18 00:46:45,2,128906.27,0.1727,3,0,0.190996,0,FP_REVIEW
TXN0007050,U0155,1321.15,desktop_chrome,Hyderabad,Zomato,2024-01-13 15:27:08,0,34222.52,60.8369,2,1,0.038604,0,TN
TXN0007051,U0174,27261.61,mobile_android,Chennai,Amazon,2024-03-18 09:07:26,1,26078.44,0.1277,4,0,1.04533,0,FP_REVIEW
TXN0007052,U0144,2429.9,desktop_chrome,Ahmedabad,Amazon,2024-02-14 19:48:26,0,35741.13,48.9039,2,1,0.067984,0,TN
TXN0007053,U0183,10023.6,desktop_firefox,Ahmedabad,IRCTC,2024-03-03 17:36:16,0,29906.96,2.0803,2,1,0.335148,0,FP_ALLOW
TXN0007054,U0143,29141.71,tablet,Mumbai,Amazon,2024-01-05 18:22:10,2,90264.2,0.341,5,0,0.322845,0,FP_REVIEW
TXN0007055,U0088,33796.79,mobile_android,Chennai,Unknown_Merchant,2024-01-27 19:33:00,4,31503.62,0.0678,10,0,1.072757,1,TP
TXN0007056,U0208,3794.19,mobile_ios,Kolkata,Flipkart,2024-02-07 20:08:15,1,67058.69,36.766,2,1,0.056579,1,FN
TXN0007057,U0403,50880.04,mobile_android,Ahmedabad,Unknown_Merchant,2024-03-12 07:47:35,3,36257.4,0.0467,10,0,1.403262,1,TP
TXN0007058,U0209,6940.54,desktop_chrome,Bangalore,PhonePe,2024-01-07 14:06:14,0,17664.72,17.4182,2,1,0.392882,0,TN
TXN0007059,U0422,529.46,desktop_chrome,Ahmedabad,BigBasket,2024-02-13 05:51:30,0,84407.09,32.6708,1,1,0.006273,0,TN
TXN0007060,U0266,7391.46,desktop_chrome,Chennai,Zomato,2024-03-12 22:18:59,0,78454.55,64.7185,1,1,0.094212,0,TN
TXN0007061,U0355,19919.6,mobile_android,Delhi,IRCTC,2024-01-24 12:43:30,2,19209.54,0.2982,4,0,1.03691,0,FP_REVIEW
TXN0007062,U0438,30258.37,tablet,Delhi,Unknown_Merchant,2024-01-28 15:51:55,3,30069.46,0.0647,7,0,1.006249,0,FP_BLOCK
TXN0007063,U0225,1343.16,mobile_ios,Ahmedabad,Zomato,2024-02-27 23:30:44,1,63464.9,38.0495,2,1,0.021163,1,FN
TXN0007064,U0032,77877.56,mobile_android,Ahmedabad,Unknown_Merchant,2024-02-16 05:35:39,4,32507.87,0.0336,8,0,2.395579,1,TP
TXN0007065,U0108,24916.45,tablet,Mumbai,Amazon,2024-01-03 14:27:00,1,76807.38,0.4105,3,0,0.324398,0,FP_REVIEW
TXN0007066,U0135,79913.16,tablet,Bangalore,Unknown_Merchant,2024-01-11 03:06:21,3,28050.97,0.0511,8,0,2.848754,1,TP
TXN0007067,U0056,14259.46,desktop_firefox,Bangalore,Myntra,2024-03-02 23:22:49,1,19396.72,1.1458,2,0,0.73511,0,FP_ALLOW
TXN0007068,U0188,48602.47,mobile_android,Pune,Unknown_Merchant,2024-02-05 12:54:19,4,92277.72,0.0449,6,0,0.526692,1,TP
TXN0007069,U0148,27725.17,tablet,Pune,Unknown_Merchant,2024-03-02 14:51:07,4,10920.81,0.0746,7,0,2.538514,1,TP
TXN0007070,U0207,9933.19,desktop_firefox,Bangalore,Myntra,2024-01-30 21:46:17,0,72180.68,0.8861,2,1,0.137614,0,FP_ALLOW
TXN0007071,U0382,13280.56,mobile_ios,Bangalore,Amazon,2024-01-14 03:08:49,0,17977.79,0.6821,1,1,0.738679,0,FP_ALLOW
TXN0007072,U0215,18261.3,tablet,Kolkata,Amazon,2024-01-29 09:44:18,1,51653.14,0.2362,4,0,0.35353,0,FP_REVIEW
TXN0007073,U0366,44983.81,tablet,Delhi,Unknown_Merchant,2024-01-06 23:46:25,5,156212.26,0.0394,9,0,0.287964,1,TP
TXN0007074,U0319,13462.64,mobile_ios,Ahmedabad,Flipkart,2024-02-09 22:09:32,0,7573.0,0.6374,2,0,1.777481,0,FP_ALLOW
TXN0007075,U0123,53223.45,tablet,Delhi,Unknown_Merchant,2024-01-16 14:40:46,4,20294.21,0.0237,10,0,2.622464,1,TP
TXN0007076,U0092,20739.78,mobile_android,Pune,IRCTC,2024-01-06 17:58:00,2,58130.84,0.2389,5,0,0.356771,0,FP_REVIEW
TXN0007077,U0204,48358.61,tablet,Kolkata,Unknown_Merchant,2024-03-27 18:12:23,3,20260.93,0.107,7,0,2.386673,0,FP_BLOCK
TXN0007078,U0065,12321.86,desktop_chrome,Kolkata,Myntra,2024-01-22 02:37:37,0,69154.99,2.501,1,0,0.178175,0,FP_ALLOW
TXN0007079,U0407,31411.65,tablet,Bangalore,Amazon,2024-03-27 06:44:33,2,83858.32,0.3987,4,0,0.374576,0,FP_REVIEW
TXN0007080,U0153,65820.54,tablet,Kolkata,ATM_Withdrawal,2024-01-06 16:15:34,2,19033.96,0.1287,5,0,3.457876,0,FP_BLOCK
TXN0007081,U0062,1564.7,desktop_chrome,Ahmedabad,Amazon,2024-03-08 15:01:28,1,120087.13,29.1511,1,1,0.01303,1,FN
